name,category,subCategory,costPrice,sellingPrice,currentStock,lowStockThreshold
Glass Mirror Pouch,Stationary,,,10,36,
Star Stickers,Stationary,,,5,20,
Crystal+Round Colour Stickers,Stationary,,,5,118,
Cartoon Stickers,Stationary,,,15,24,
Paint Brush Sr 65 Large,Stationary,,,240,2,
Paint Brush Sr 65 Small,Stationary,,,85,2,
Paint Brush Sr 64 Large,Stationary,,,190,2,
Paint Brush Sr 64 Small,Stationary,,,55,2,
Sheet Protector 5/-,Stationary,,,5,44,
L Folder,Stationary,,,8,19,
A4 Colour Papers (Craft Papers),Stationary,,,3,100,
Pastel Sheets,Stationary,,,3,20,
Graph Paper,Stationary,,,2,100,
Political Map,Stationary,,,2,100,
World Map,Stationary,,,2,100,
Big Folder 250/-,Stationary,,,250,4,
10/- Button Folder,Stationary,,,10,17,
15/- Button Folder,Stationary,,,15,13,
Stick File,Stationary,,,10,17,
25/- Button File,Stationary,,,25,1,
Project Cover,Stationary,,,15,12,
Plain Nameplate,Stationary,,,5,27,
Price List Sticker A-2,Stationary,,,3,100,
Price List Sticker A-3,Stationary,,,3,60,
Price List Sticker A-4,Stationary,,,3,60,
Drwaing Copy Large,Stationary,,,55,6,
Drwaing Copy Medium,Stationary,,,40,12,
Drwaing Copy Small,Stationary,,,35,12,
Heavy Duty Cutter,Stationary,,,30,5,
Cutter,Stationary,,,15,6,
Pocket Diary 5/-,Stationary,,,5,18,
Pocket Diary 10/-,Stationary,,,10,11,
Pocket Diary Thick Cover 10/-,Stationary,,,10,12,
Pocket Diary Thick Cover 15/-,Stationary,,,15,5,
Pocket Diary Binding 15/-,Stationary,,,15,10,
Pen Refils,Stationary,,,5,29,
Pencil Box(40/-),Stationary,,,40,3,
Pencil Box(50/-),Stationary,,,50,2,
Pencil Box(70/-),Stationary,,,70,5,
Pencil Box(100/-),Stationary,,,100,3,
Pencil Box(120/-),Stationary,,,120,2,
T Pin,Stationary,,,50,5,
Gem-Clip,Stationary,,,40,5,
Transparent Exam Board,Stationary,,,150,1,
Exam Board 100/-,Stationary,,,100,2,
Exam Board 80/-,Stationary,,,80,2,
Exam Board 60/-,Stationary,,,60,2,
Exam Board 50/-,Stationary,,,50,2,
Youva Register,Stationary,,,125,3,
Register 02,Stationary,,,60,2,
Register 06,Stationary,,,150,3,
Register 08,Stationary,,,200,3,
Math Copy Big,Stationary,,,45,7,
Future Notebook No.55,Stationary,,,100,6,
Long Notebook,Stationary,,,55,4,
White Copy Thick,Stationary,,,40,6,
White Copy Thin,Stationary,,,35,6,
White Copy Extra Thin,Stationary,,,25,6,
3 In 1 Copy,Stationary,,,40,6,
Math Copy Mini,Stationary,,,35,6,
English Copy Mini,Stationary,,,40,6,
Pen-Pencil 0.5Mm,Stationary,,,10,10,
Pen-Pencil 0.7Mm,Stationary,,,10,10,
Hi Par Lead 0.5 Mm,Stationary,,,10,10,
Hi Par Lead 0.7 Mm,Stationary,,,10,10,
Rule Copy Thin,Stationary,,,30,3,
Rule Copy Lite Thick,Stationary,,,40,3,
Rough Copy Thin,Stationary,,,25,6,
Rough Copy Mid Thick,Stationary,,,40,6,
Rough Copy Thick,Stationary,,,60,5,
Steel Scale 30 Cm,Stationary,,,40,5,
Steel Scale 15 Cm,Stationary,,,15,11,
Plastic Scale 30 Cm,Stationary,,,15,10,
Platic Scale 15 Cm,Stationary,,,5,7,
Geomatric Box,Stationary,,,90,3,
Steplor Pin No.-10-1M,Stationary,,,10,19,
Steplor Pin No.-24/6-1M,Stationary,,,20,4,
Eraser,Stationary,,,3,34,
Sharpner,Stationary,,,3,39,
Paper Punch Dp-520,Stationary,,,230,1,
Paper Punch Dp-480,Stationary,,,120,1,
Steplor No- 10,Stationary,,,65,10,
Steplor M-10,Stationary,,,60,10,
Steplor Hd - 10D,Stationary,,,110,2,
Ribbon Red,Stationary,,,10,10,
Ribbon Blue,Stationary,,,10,10,
Ribbon Balck,Stationary,,,10,10,
Ribbon Lite Blue,Stationary,,,10,10,
Clip 32 Mm,Stationary,,,7,36,
Clip 25 Mm,Stationary,,,6,36,
Clip 19 Mm,Stationary,,,4,33,
Clip 51 Mm,Stationary,,,12,12,
Stamp Pad,Stationary,,,30,3,
Bill Book,Stationary,,,40,3,
Doms Pencil,Stationary,,,6,18,
Natraj Pencil,Stationary,,,5,18,
Apsara Pencil,Stationary,,,5,30,
4*6 Photo Paper Best Quality,Stationary,,,350,2,
Kodak 4*6 Photo Paper,Stationary,,,250,3,
A4 Colour Envelop,Stationary,,,10,50,
Carbon Paper,Stationary,,,3,99,
Book Cover 70/-,Stationary,,,70,3,
Book Cover 50/-,Stationary,,,50,3,
White Board Duster,Stationary,,,40,5,
Doms  Sketch Max,Stationary,,,35,5,
Doms Wax Crayons,Stationary,,,10,8,
Liner Colour Pen,Stationary,,,,2,
Panda Scale,Stationary,,,15,12,
Camel Acrylic Colours 10 Ml 12 Shades,Stationary,,,180,1,
Washi Tape (Colourful Tape),Stationary,,,10,10,
Skoodle Watercolour Pens (Sketch),Stationary,,,20,4,
Camel Oil Pastels 25 Shades,Stationary,,,95,2,
Camel Oil Pastel 12 Shades,Stationary,,,40,1,
Doms Colour Cake,Stationary,,,60,1,
Doms Colour Pencils,Stationary,,,29,1,
Wrist Tape Scale,Stationary,,,10,6,
Fevi Stick,Stationary,,,15,10,
Fevi Glue,Stationary,,,10,4,
Camel Paste Glue,Stationary,,,25,3,
Avenger Assemble Pencils,Stationary,,,10,47,
Shocking Pen,Stationary,,,100,3,
Mini Blade,Stationary,,,10,12,
Bensia Pencil,Stationary,,,10,9,
Star Stickers (15/-),Stationary,,,15,100,
Heart Stickers,Stationary,,,5,100,
Ice Cream Stick,Stationary,,,35,8,
Glitter Ball,Stationary,,,5,30,
